Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear
1.0,62.00607852861632,58.39911994636963,5.0,1,1.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,1,0,1,445,0,1,147956.0257349155,180382.19663356265
1.0,41.21632116508047,39.96186900316828,5.0,10,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,147956.0257349155,181467.96476949815
3.0,61.89549633703248,45.4564971545449,5.0,7,9.0,1970,0.049637257000000004,1,1,34,7759,0,1,3,1,0,0,0,0,116,0,1,345811.7965869635,192086.8226061738
2.0,50.91997772381154,27.075244007289985,5.0,5,9.0,1976,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,40,0,0,209509.11320504162,189145.45109120343
1.0,42.40003513202632,40.85375273484149,5.0,11,17.0,2015,0.011654127,1,1,4,915,0,0,0,1,0,0,0,0,580,0,1,119817.44845668125,179466.09423541973
2.0,41.085074987195696,26.99175181476572,6.0,3,12.0,1972,0.049637257000000004,1,1,34,7759,0,1,3,1,0,1,0,0,116,0,1,265516.3911452103,180382.19663356265
3.0,60.80673246816159,44.524044370702896,6.0,4,9.0,1981,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,217602.69968302205
1.0,38.049247877762475,19.54410079410848,7.0,3,6.0,1963,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117,0,1,157949.78200735728,180382.19663356265
2.0,67.15568758383272,29.560338722509304,5.0,2,10.0,2016,0.017647053,1,1,2,469,0,0,0,1,0,0,0,0,580,0,1,165993.29245046596,176912.07860305184
1.0,51.486411460810785,20.37131654632832,6.0,12,18.0,2008,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117,0,1,157949.78200735728,254236.32508556198
2.0,60.82108046922797,33.30609301241919,6.0,9,15.0,2006,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,207534.65902346614,227478.6879975081
1.0,39.95878753007461,22.63484640743236,8.0,14,16.0,1980,0.101872465,1,1,23,4583,3,3,3,1,0,0,0,0,64,0,0,175686.8706161037,181467.96476949815
2.0,49.79112227262518,33.62685896879445,6.0,7,9.0,1973,0.309479124,1,1,35,7715,4,0,6,1,0,0,0,0,45,0,0,320070.4852376253,192086.8226061738
2.0,47.19406379003679,33.17113676273799,5.0,3,5.0,1965,0.040242764,1,1,25,3478,11,3,1,1,0,0,0,0,6,0,0,247036.75713823052,180382.19663356265
3.0,96.04848255605506,58.186582719298045,6.0,4,10.0,1959,0.007658515,1,1,35,7077,56,3,19,1,0,0,0,0,5,0,0,443720.4292414559,189145.45109120343
2.0,49.84712532449831,30.84205091353557,5.0,9,9.0,1969,0.17891679600000002,1,1,18,3594,4,1,5,1,0,0,0,0,47,0,0,209423.3982276428,192086.8226061738
1.0,38.37366073523917,21.468303431685463,10.0,12,24.0,2010,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,60,0,0,183991.3296821741,254236.32508556198
2.0,65.88915159429341,66.9683194370904,10.0,13,17.0,2015,0.017647053,1,1,2,469,0,0,0,1,0,1,0,0,580,0,1,165993.29245046596,179466.09423541973
1.0,37.63886789579714,22.009097752199523,8.0,9,17.0,2001,0.09229064199999999,1,1,21,4346,2,1,2,1,0,0,0,0,36,0,0,162693.9877576261,227478.6879975081
3.0,52.92138620573822,34.205486292925315,6.0,4,9.0,1970,0.050755569,1,1,24,5469,1,0,1,1,0,0,0,0,117,0,1,218390.64726021787,189145.45109120343
2.0,65.19410456757899,61.5871459853323,5.0,4,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,189145.45109120343
2.0,63.68035775930164,60.75510037170372,5.0,18,25.0,2015,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,178456.97357523238,192555.49709032386
2.0,59.562593958494396,37.639495461762216,8.0,5,9.0,1956,0.0,1,1,25,5027,4,1,1,1,0,0,0,0,16,0,0,385624.6037625366,189145.45109120343
4.0,95.84985870708992,63.189426466846896,10.0,3,17.0,1981,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,35,0,0,324972.0665575954,205210.0685419325
3.0,66.68196763228052,39.434422541091536,8.0,4,12.0,1983,0.049637257000000004,1,1,34,7759,0,1,3,1,0,0,0,0,116,0,1,345811.7965869635,217602.69968302205
1.0,35.31448132367079,17.39746889750949,9.0,9,12.0,1970,0.086885265,1,1,10,2277,2,0,0,1,0,1,0,0,56,0,0,148775.804866926,192086.8226061738
1.0,59.694580545231716,56.087621962985025,5.0,15,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,181467.96476949815
3.0,76.81576650671025,73.20880792446356,5.0,11,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,181467.96476949815
1.0,42.76864435562595,42.67484400624657,5.0,10,25.0,2016,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,0,79,0,0,245736.934369247,179466.09423541973
2.0,61.276615961785794,57.6696573795391,5.0,9,15.0,2017,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,1,58,0,0,208793.45650635546,178912.36908081267
3.0,92.97058063588592,59.9732501371673,10.0,7,7.0,1959,0.460556389,1,1,20,4386,14,1,5,1,0,0,0,0,5,0,0,451847.5697815978,192086.8226061738
1.0,41.78784204532553,24.48880768917224,8.0,3,12.0,1980,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,6,0,0,173215.23212314973,180382.19663356265
1.0,43.84770656163256,40.24074797938587,5.0,20,20.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,171739.19921978915
1.0,32.021816871751426,23.672208025827512,5.0,2,5.0,1964,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,0,42,0,0,202336.82056576048,180382.19663356265
2.0,46.313963730187034,32.90690231192782,6.0,5,5.0,1963,0.17891679600000002,1,1,18,3594,4,1,5,1,0,0,0,0,47,0,0,209423.3982276428,189145.45109120343
1.0,38.623489687860996,20.533438661704405,7.0,6,14.0,2006,0.197367951,1,1,8,2423,1,0,1,1,0,0,0,0,64,0,0,175686.8706161037,227478.6879975081
2.0,51.576501495421034,30.25804648649952,6.0,3,12.0,1982,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,0,76,0,0,213131.66560731462,205210.0685419325
2.0,48.74958758615943,32.278838413147504,5.0,1,5.0,1964,0.13321533300000002,1,1,49,11395,3,3,4,0,0,1,0,0,76,0,0,213131.66560731462,180382.19663356265
3.0,76.1334930884106,72.52653450616391,5.0,16,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,215707.92534743663,171739.19921978915
1.0,34.770261396383574,18.483894526576666,9.0,1,17.0,1991,0.386771659,1,1,5,1135,0,0,0,0,0,0,0,0,164,0,1,131107.27196192677,205210.0685419325
1.0,42.53004325868857,43.96775892567469,5.0,3,9.0,2014,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,0,0,372,0,1,104300.89360893519,176912.07860305184
2.0,60.366625674269216,57.70914937562125,10.0,2,19.0,2017,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,63,0,0,261628.82915457734,176912.07860305184
1.0,46.06244702990252,42.45548844765583,5.0,7,18.0,1977,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,1,194,0,1,139025.78503488025,192086.8226061738
2.0,61.82349527882575,58.21653669657906,5.0,5,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,189145.45109120343
2.0,54.56150752687176,56.30673650946182,8.0,10,14.0,1977,0.025609157,1,1,33,5261,0,3,1,1,0,0,0,0,445,0,1,203094.7278714942,181467.96476949815
2.0,47.480589955168114,33.85965454102014,5.0,2,5.0,1964,0.486245621,1,1,13,2514,19,0,6,1,0,1,0,0,6,0,0,166297.48171963147,180382.19663356265
2.0,55.66120924897666,36.23740992127345,5.0,5,9.0,1974,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,86,0,0,199436.51251826299,189145.45109120343
1.0,50.56835888384758,46.96140030160089,5.0,14,22.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,1,79,0,0,245736.934369247,181467.96476949815
3.0,73.44184771327531,46.42188931761016,9.0,8,16.0,2012,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,60,0,0,304640.10644178034,178912.36908081267
3.0,98.22730650176901,96.63319479186872,10.0,14,17.0,2016,0.060753049,1,1,15,2787,2,0,7,1,0,0,0,0,26,0,0,425037.64182000037,179466.09423541973
1.0,42.36554199381722,20.47782478930285,8.0,7,12.0,1978,0.13012277,1,1,8,1986,0,0,0,1,0,0,0,0,194,0,1,139025.78503488025,192086.8226061738
4.0,102.2623025770261,73.6774585481363,9.0,3,5.0,1958,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,0,79,0,0,439726.6066637209,180382.19663356265
1.0,39.642758000071204,22.078936878412186,8.0,14,16.0,1980,0.23220508399999998,1,1,24,4860,1,0,3,1,0,0,0,0,47,0,0,188439.47895500046,181467.96476949815
1.0,35.14058500336353,17.946794827126496,10.0,12,16.0,1998,0.0,1,1,27,4798,0,2,8,1,0,0,0,0,37,0,0,178745.35509443897,237885.89122667816
1.0,48.01107477456341,44.40411619231672,5.0,7,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,192086.8226061738
2.0,61.87512179656454,37.48141192116879,9.0,2,3.0,1952,0.16909109,1,1,19,3856,10,2,5,1,0,0,0,0,30,0,0,232216.75201809732,180382.19663356265
2.0,65.40697454676135,64.18933827876437,10.0,16,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,171739.19921978915
2.0,40.33273895204629,23.272044042439564,7.0,3,12.0,1969,0.0,1,1,18,3374,5,1,2,1,0,0,0,0,44,0,0,239840.3232467307,180382.19663356265
1.0,38.635197358106815,20.66445950208192,8.0,1,12.0,1997,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,119817.44845668125,205210.0685419325
1.0,42.621442138311686,39.014483556064995,5.0,11,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,94,0,0,128976.01129552058,181467.96476949815
2.0,54.62841084045043,32.59560640259177,8.0,7,12.0,1988,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,194,0,1,189032.18374533387,234076.0658760037
1.0,36.106755932131094,20.188074447454625,7.0,6,9.0,1973,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,29,0,0,174927.40619686304,192086.8226061738
1.0,35.8135643842906,19.953992012776684,6.0,6,14.0,1971,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,40,0,0,185704.76669356032,192086.8226061738
2.0,64.08869289179825,61.65984327422119,5.0,8,16.0,2017,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,261628.82915457734,178912.36908081267
2.0,53.104258934199905,30.98295140574678,7.0,4,12.0,1974,6.99893e-05,1,1,46,10309,1,1,16,1,0,1,0,0,26,0,0,228984.58584293572,189145.45109120343
3.0,76.41225281795367,47.70321099129362,10.0,10,17.0,2001,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,0,55,0,0,313103.18033829203,254236.32508556198
2.0,62.18171689183713,58.574758309590436,5.0,8,17.0,1977,0.407276235,0,1,9,1768,0,0,0,0,0,0,0,1,76,0,0,213131.66560731462,192086.8226061738
2.0,66.42486385342244,62.817905271175746,5.0,17,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,171739.19921978915
2.0,59.530690120212476,36.06543226366196,10.0,3,18.0,2000,0.090799103,1,1,74,19083,2,5,15,1,0,1,0,0,76,0,0,246103.408670882,205210.0685419325
4.0,74.17227960420624,53.64917996941925,6.0,4,16.0,1970,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,6,0,0,338641.2402836293,189145.45109120343
2.0,49.69329117330749,32.80475431907527,5.0,5,5.0,1965,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117,0,1,182602.28698322122,189145.45109120343
1.0,45.46265972186257,24.80811984743277,8.0,9,12.0,2000,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,51,0,0,171370.78448611306,234076.0658760037
1.0,43.11298563019603,24.44168926899333,8.0,1,12.0,1979,0.219006007,1,1,28,6746,3,1,4,1,0,0,0,0,85,0,0,162575.90507577494,180382.19663356265
2.0,57.45260733472517,33.25791463540569,7.0,3,5.0,1957,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,48,0,0,196775.94259491732,180382.19663356265
1.0,35.63840376941515,24.736844795214072,5.0,7,9.0,1965,0.225824954,0,1,41,6558,7,3,2,1,0,1,0,0,3,0,0,137505.343314408,192086.8226061738
3.0,80.87626456404097,54.26771133012097,10.0,6,17.0,2009,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,94,0,0,225204.44500855386,227478.6879975081
1.0,27.12876156538749,23.521802983140798,5.0,13,22.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,1,580,0,1,119817.44845668125,181467.96476949815
3.0,62.645197379271075,45.05691386869769,6.0,9,9.0,1973,0.012338886,1,1,35,5776,1,2,4,1,0,1,0,0,40,0,0,262246.52085976896,192086.8226061738
3.0,82.81565913262094,79.20870055037425,5.0,13,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,215707.92534743663,181467.96476949815
2.0,48.32872049596113,32.98264800737285,6.0,4,9.0,1969,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,44,0,0,228501.5171060753,189145.45109120343
2.0,55.89639366385681,31.72648597209092,9.0,9,17.0,2006,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,65,0,0,241279.0649899604,227478.6879975081
3.0,63.992736436977644,52.520142742775924,6.0,4,5.0,1964,0.225824954,0,1,41,6558,7,3,2,1,0,1,0,0,54,0,0,235933.5255640208,189145.45109120343
3.0,67.16356662145999,46.44396106761867,7.0,11,12.0,1974,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,293836.3788425565,181467.96476949815
1.0,26.55318837633349,22.9462297940868,5.0,8,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,119817.44845668125,192086.8226061738
2.0,81.04293769954492,46.63300112308362,6.0,15,40.0,1977,0.151346216,1,0,32,5889,10,4,1,1,0,0,0,0,40,0,0,339039.16524339817,181467.96476949815
1.0,49.39143400755686,18.65277666824614,8.0,9,24.0,2007,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,0,76,0,0,167707.2845679715,227478.6879975081
2.0,60.13324049671393,60.238786925429245,5.0,2,11.0,1977,0.161531741,1,1,25,5648,1,2,4,1,0,1,0,0,194,0,1,189032.18374533387,180382.19663356265
1.0,38.11554517971325,18.862438263456813,9.0,11,16.0,1990,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,5,0,0,232890.60527410466,237885.89122667816
3.0,102.52828961309272,98.92133103084603,5.0,3,17.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,164,0,1,214426.40975734207,180382.19663356265
1.0,39.05602087994309,35.4490622976964,5.0,17,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,171739.19921978915
1.0,32.850738223719944,18.234837303005868,5.0,4,9.0,1981,0.219006007,1,1,28,6746,3,1,4,1,0,0,0,0,85,0,0,162575.90507577494,217602.69968302205
2.0,53.431511124022244,35.39857719559416,8.0,12,17.0,2011,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,178456.97357523238,179466.09423541973
2.0,42.827792773198375,31.815480218207888,5.0,4,5.0,1963,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,56,0,0,183575.96316702542,189145.45109120343
2.0,55.15975072036142,33.44045239055046,8.0,8,12.0,1983,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,246103.408670882,234076.0658760037
3.0,60.762793918779145,44.245283281854725,6.0,7,8.0,1961,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,8,0,0,340980.10650785244,192086.8226061738
3.0,62.17540336583106,39.3635781512896,6.0,9,9.0,1976,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,24,0,0,491296.2451733697,192086.8226061738
2.0,43.25556516377439,29.60441783279808,6.0,8,9.0,1974,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,207534.65902346614,192086.8226061738
2.0,54.029235465125815,36.98769580743864,9.0,4,12.0,1998,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,53,0,0,251353.59984737408,217602.69968302205
2.0,48.965889120863636,31.11010763694794,5.0,1,5.0,1965,0.225824954,0,1,41,6558,7,3,2,1,0,1,0,0,54,0,0,187448.63564244725,180382.19663356265
2.0,50.081207228697004,32.894456689013445,5.0,5,5.0,1965,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,6,0,0,195934.73399736246,189145.45109120343
1.0,43.90642588896003,44.08277897760269,5.0,5,12.0,2017,0.072157581,1,1,2,629,1,0,0,0,0,1,0,0,164,0,1,131107.27196192677,165526.307915045
2.0,48.86399027808752,32.08317180634333,5.0,3,8.0,1966,0.174739084,1,1,17,3379,9,0,3,1,0,1,0,0,5,0,0,247070.1156697232,180382.19663356265
2.0,59.20659927269144,31.40423113498534,9.0,13,24.0,2015,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,51,0,0,177282.643823766,179466.09423541973
1.0,42.14182053234065,38.53486195009396,5.0,13,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,131151.38600978858,181467.96476949815
2.0,46.38182801707632,31.22343734108927,5.0,5,5.0,1966,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,0,79,0,0,329815.68074626534,189145.45109120343
2.0,59.38507551418761,29.23540959897209,9.0,2,5.0,1931,0.341071945,1,1,27,5664,48,3,11,1,0,0,0,0,8,0,0,309988.239476975,309988.239476975
3.0,67.12498251002881,47.3753561554804,7.0,7,16.0,1987,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,44,0,0,271056.0759277224,234076.0658760037
1.0,45.017896736896354,42.443984737023705,5.0,18,18.0,2015,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,187478.4647942477,192555.49709032386
2.0,83.04435656464966,41.79379315880495,6.0,7,30.0,2014,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,49,0,0,197350.1468066915,178912.36908081267
2.0,76.01297946065344,35.832216383366216,11.0,14,16.0,1996,0.035145267,1,1,42,9292,3,0,3,1,0,0,0,0,60,0,0,202514.82509105158,237885.89122667816
5.0,39.90608238613842,39.39402417056768,5.0,1,1.0,1977,0.049637257000000004,1,1,34,7759,0,1,3,1,0,1,0,0,116,0,1,206148.84571638246,180382.19663356265
2.0,64.61500783015552,61.00804924790883,5.0,6,9.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,192086.8226061738
2.0,44.1349213237864,30.50727304879279,6.0,9,9.0,1977,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,208793.45650635546,192086.8226061738
1.0,32.84651530067701,24.346956677124943,5.0,5,10.0,2012,0.16197556800000001,1,0,31,7010,5,3,7,1,0,0,0,0,21,0,0,177820.8230166711,165526.307915045
3.0,65.84594972571115,45.96138072577438,9.0,9,12.0,1965,0.014423113999999999,1,1,19,3806,4,0,3,1,0,0,0,0,18,0,0,326188.4247092261,192086.8226061738
1.0,37.35920418245919,33.7522456002125,5.0,12,19.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,1,580,0,1,119817.44845668125,181467.96476949815
2.0,74.74730323868683,1.4111011254635215,5.0,7,22.0,1977,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,24,0,0,364374.53023017733,192086.8226061738
1.0,43.21155722528278,39.60459864303609,5.0,13,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,94,0,0,128976.01129552058,181467.96476949815
3.0,77.32384195254063,51.55232974829739,8.0,4,5.0,1957,0.150817539,1,1,16,3433,4,4,5,1,0,0,0,0,24,0,0,246019.60236425576,189145.45109120343
1.0,31.91139996148641,18.95038445455224,5.0,4,5.0,1966,0.18878376600000002,1,1,31,6137,4,0,1,1,0,0,0,0,86,0,0,168432.15295425337,189145.45109120343
3.0,61.178285501127135,45.8353444542273,6.0,8,9.0,1973,0.42882581799999997,1,1,25,5011,8,0,2,1,0,0,0,0,44,0,0,227124.4067232841,192086.8226061738
2.0,52.65217691063994,49.04521832839325,5.0,14,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,181467.96476949815
2.0,46.56795567971776,27.383788869915605,8.0,7,14.0,1987,0.306977489,1,1,27,5148,14,5,7,1,0,1,0,0,13,0,0,212786.0017001436,234076.0658760037
3.0,74.5050452362088,75.73547948597938,5.0,15,22.0,2014,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,215707.92534743663,179466.09423541973
3.0,81.09785800557799,77.4908994233313,5.0,9,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,192086.8226061738
2.0,64.54528192627565,60.93832334402896,5.0,1,1.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,1,345,0,1,178456.97357523238,180382.19663356265
1.0,41.89766202616219,19.685723525799247,8.0,7,16.0,2010,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,0,117,0,1,121387.71128937096,227478.6879975081
1.0,34.84554789603664,21.847904535941407,5.0,5,8.0,1967,0.31392455199999997,1,1,22,4625,11,2,10,1,0,0,0,0,20,0,0,175905.30146710208,189145.45109120343
3.0,65.1172141378549,43.052044357107974,10.0,1,12.0,1976,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,44,0,0,238603.972367964,180382.19663356265
2.0,45.997785329315434,30.5807217776542,6.0,3,9.0,1972,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,40,0,0,216578.93327931935,180382.19663356265
2.0,40.107396284712465,25.7479771779132,7.0,8,9.0,1971,0.210473241,1,1,11,2398,2,3,0,1,0,1,0,0,7,0,0,211707.0200428555,192086.8226061738
1.0,31.796663862777315,30.22938457053945,10.0,8,22.0,2016,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,178912.36908081267
3.0,83.16221701121978,1.3182499178703986,5.0,1,1.0,2018,0.118537385,1,1,30,6207,1,1,0,1,0,1,0,0,55,0,0,209821.32855656915,176912.07860305184
2.0,65.55987485579061,61.95291627354392,5.0,21,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,171739.19921978915
2.0,54.96216124539762,31.302778327512303,9.0,12,12.0,1977,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,7,0,0,169692.98850260506,181467.96476949815
2.0,65.92662383640749,62.319665254160796,5.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,171739.19921978915
3.0,76.53076490874109,47.46023881670378,10.0,7,16.0,2003,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,227478.6879975081
3.0,87.97549869994516,53.73607892855911,8.0,9,14.0,1999,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,234076.0658760037
1.0,46.90181440737497,44.016571011089866,10.0,13,21.0,2018,0.019508796000000002,1,1,37,7687,11,5,5,1,0,0,0,0,45,0,0,209487.7161342642,179466.09423541973
3.0,81.41665722508634,77.80969864283965,5.0,14,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,181467.96476949815
1.0,44.669037850982335,41.062079268735644,5.0,5,17.0,1977,0.014072961,1,1,2,475,0,0,0,1,0,0,0,1,372,0,1,104300.89360893519,189145.45109120343
2.0,46.421150020511725,30.59530277381665,5.0,4,5.0,1962,0.0,1,1,18,3374,5,1,2,1,0,1,0,0,44,0,0,239840.3232467307,189145.45109120343
1.0,31.197105524592377,21.54683831845048,5.0,2,5.0,1965,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,7,0,0,140878.20082561864,180382.19663356265
2.0,42.26821070963759,26.8944650908928,5.0,4,5.0,1968,0.12209034699999999,1,1,29,6566,7,4,0,1,0,0,0,0,30,0,0,232216.75201809732,189145.45109120343
2.0,63.056315053780224,59.449356471533534,5.0,15,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,181467.96476949815
1.0,42.63631429235572,22.22709616266963,9.0,14,16.0,1983,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,86,0,0,178707.2613129277,237885.89122667816
1.0,33.51631259376522,31.0862427986767,5.0,4,11.0,2015,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,0,53,0,0,165261.7109199198,165526.307915045
2.0,58.66630951595196,37.56892634336026,8.0,4,9.0,1958,0.0,1,1,25,5027,4,1,1,1,0,0,0,0,44,0,0,239840.3232467307,189145.45109120343
2.0,46.44179853883714,33.16399339035161,5.0,5,5.0,1966,0.000995363,1,1,42,7651,1,1,5,1,0,0,0,0,35,0,0,183790.640052185,189145.45109120343
2.0,55.65860631219361,32.09270226061889,10.0,15,16.0,1994,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,0,55,0,0,215452.96888352933,237885.89122667816
2.0,63.3240249081744,59.71706632592771,5.0,4,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,189145.45109120343
3.0,108.6220696473743,105.01511106512761,5.0,5,12.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,580,0,1,207858.57125868363,189145.45109120343
2.0,47.01806447731696,28.62867586845311,6.0,7,9.0,1971,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,65,0,0,186983.0215857216,192086.8226061738
3.0,58.74587915583202,40.86422647155046,6.0,4,5.0,1962,0.20014680199999998,1,1,23,3975,8,2,0,1,0,0,0,0,19,0,0,257998.19589402128,189145.45109120343
1.0,47.57101213399967,24.617848915011482,11.0,10,17.0,2013,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,164,0,1,131107.27196192677,179466.09423541973
1.0,43.78648624310393,22.442074818419123,5.0,1,1.0,1977,0.017647053,1,1,2,469,0,0,0,1,0,1,0,0,580,0,1,119817.44845668125,180382.19663356265
1.0,45.64285761709793,2.07208797461611,5.0,16,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,147956.0257349155,171739.19921978915
1.0,45.12647318813007,41.51951460588338,5.0,17,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,104300.89360893519,171739.19921978915
2.0,61.88203524452141,58.27507666227472,5.0,24,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,171739.19921978915
